firstname,obs,pcthispanic,pctwhite,pctblack,pctapi,pctaian,pct2prace,tot_white,tot_black,tot_api,tot_aian,tot_2prace,tot_hispanic,white_pct,black_pct,api_pct,aian_pct,mult_pct,hisp_pct
CECILE,97,0.01031,0.8041200000000001,0.07216,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,3.5571957731652254e-5,6.250329469645637e-5,0,0,0,5.460309594208722e-6
CECILIA,704,0.37357999999999997,0.48011000000000004,0.02273,0.0014199999999999998,0.0014199999999999998,0.0014199999999999998,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.541446941176481e-4,1.4289161563494626e-4,2.2580580057398103e-4,2.2580580057398103e-4,2.4196791970789518e-4,0.0014359626531902407
CECILIO,35,0.7714300000000001,0.17143,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.736339872694285e-6,0,0,0,0,1.474183127772208e-4
CECILY,39,0,0.89744,0.02564,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.596192254375874e-5,8.929297232477157e-6,0,0,0,0
CEDRIC,132,0,0.27273,0.62121,0,0,0.015149999999999999,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.641806659933641e-5,7.32229162026383e-4,0,0,4.840423393804505e-4,0
CELESTE,387,0.05943,0.83463,0.05943,0.0025800000000000003,0.0025800000000000003,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.4730589439345066e-4,2.0537678313293275e-4,2.2553022931447777e-4,2.2553022931447777e-4,0,1.2557510882652215e-4
CELESTINO,30,0.6,0.16667,0.03333,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.2803098303278635e-6,8.92876145321204e-6,0,0,0,9.82786931872339e-5
CELIA,353,0.40793,0.51275,0.02833,0,0,0.0028299999999999996,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,8.254590698620348e-5,8.930091971720419e-5,0,0,2.418009083996781e-4,7.862256689494177e-4
CELINA,75,0.57333,0.36,0.02667,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.2313426815234157e-5,1.786154125091247e-5,0,0,0,2.3477551318765337e-4
CELINE,49,0.06122,0.81633,0.040819999999999995,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.824219132933055e-5,1.7860916175103165e-5,0,0,0,1.6378581013844473e-5
CELSO,61,0.78689,0.09836,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.7362988279382343e-6,0,0,0,0,2.620780985449028e-4
CESAR,681,0.8384699999999999,0.07048,0.00147,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.188911367553985e-5,8.939209148881863e-6,0,0,0,0.0031176080073351503
CEZARY,19,0,1,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,8.665004055164778e-6,0,0,0,0,0
CHAD,3153,0.00444,0.9771599999999999,0.00793,0.0019,0.0019,3.2e-4,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,0.0014050921935844104,2.2327073902938497e-4,0.001353167823201973,0.001353167823201973,2.442141007807278e-4,7.643527083943929e-5
CHADWICK,120,0.008329999999999999,0.98333,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,5.381405328988535e-5,0,0,0,0,5.457743428331055e-6
CHAN,67,0,0.10448,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,3.1924428835159087e-6,0,0,0,0,0
CHANCE,73,0.041100000000000005,0.90411,0.041100000000000005,0.0137,0.0137,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,3.0099501452157732e-5,2.679164215228731e-5,2.2590066936823628e-4,2.2590066936823628e-4,0,1.6381420176092105e-5
CHANDA,58,0,0.63793,0.22414,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.6873927902150182e-5,1.16086579001031e-4,0,0,0,0
CHANDLER,45,0.02222,0.88889,0.06667,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.824213660298915e-5,2.6790302704124505e-5,0,0,0,5.459381406550843e-6
CHANDRA,194,0.01031,0.57216,0.12371,0.00515,0.00515,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,5.062142798523144e-5,2.1430938433754485e-4,2.256747912866762e-4,2.256747912866762e-4,0,1.0920619188417445e-5
CHANG,159,0.0062900000000000005,0.01887,0,0,0,0.0062900000000000005,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.3683090324648706e-6,0,0,0,2.420719992188131e-4,5.460527991304694e-6
CHANH,24,0,0,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,0,0,0,0,0,0
CHANNING,16,0,1,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,7.296845520138759e-6,0,0,0,0,0
CHANTAL,72,0.02778,0.6944400000000001,0.18056,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.2802496313523224e-5,1.1608836493191471e-4,0,0,0,1.0920728386965432e-5
CHANTEL,47,0.06383,0.80851,0.12766,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.7329994428744204e-5,5.35781051050118e-5,0,0,0,1.637983679714631e-5
CHANTELLE,46,0.02174,0.7826099999999999,0.13043,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.6417929783482908e-5,5.3575961987951315e-5,0,0,0,5.4601457963867435e-6
CHAO,75,0,0.02667,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,9.122197032285971e-7,0,0,0,0,0
CHARISSA,36,0.05556,0.86111,0.02778,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.4137619953155048e-5,8.930368791007397e-6,0,0,0,1.0920728386965432e-5
CHARISSE,50,0.08,0.7,0.18,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.596184957530354e-5,8.036688976788514e-5,0,0,0,2.1839709597163088e-5
CHARITY,163,0.0184,0.8834399999999999,0.07362,0.00613,0.00613,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,6.567193803929723e-5,1.0715638880311198e-4,2.2569512031401663e-4,2.2569512031401663e-4,0,1.6375414255952883e-5
CHARLA,73,0,0.8904099999999999,0.05479,0.0274,0.0274,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.9643403001864556e-5,3.571567088865746e-5,4.5180133873647257e-4,4.5180133873647257e-4,0,0
CHARLEEN,69,0,0.8985500000000001,0.028990000000000002,0.014490000000000001,0.014490000000000001,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.8275253587895446e-5,1.7862077030177592e-5,2.2583516472458388e-4,2.2583516472458388e-4,0,0
CHARLENE,1066,0.01595,0.8621,0.09568,0.00188,0.00188,0.00375,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,4.19111926088987e-4,9.107790308720747e-4,4.526777456929257e-4,4.526777456929257e-4,9.67576383475023e-4,9.28335075919212e-5
CHARLES,16262,0.0123,0.9137900000000001,0.05547,0.0016,0.0016,0.00191,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,0.006776969438508603,0.008055022807461629,0.005877166979728041,0.005877166979728041,0.007518030982567924,0.0010921088742173784
CHARLEY,44,0.04545,0.68182,0.15909,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.3681621834487775e-5,6.250722374440059e-5,0,0,0,1.0918762813101686e-5
CHARLIE,366,0.07104,0.54372,0.23224,0.0027300000000000002,0.0027300000000000002,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,9.075520935705023e-5,7.590191968408749e-4,2.2569286153320103e-4,2.2569286153320103e-4,0,1.4196160673509561e-4
CHARLOTTE,1247,0.01363,0.89495,0.06897,0.0040100000000000005,0.0040100000000000005,0.00481,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,5.089561835697178e-4,7.680001967724359e-4,0.0011294965704987349,0.0011294965704987349,0.001451805097793629,9.280025663405954e-5
CHARMAINE,146,0.0274,0.58904,0.27397,0.0137,0.0137,0.00685,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,3.922047170229064e-5,3.5718278347747707e-4,4.5180133873647257e-4,4.5180133873647257e-4,2.420695787650708e-4,2.1841893568122805e-5
CHASE,145,0.02069,0.92414,0.01379,0.01379,0.01379,0.0069,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,6.11112180470156e-5,1.7855290492819413e-5,4.516545179834585e-4,4.516545179834585e-4,2.4216639691476187e-4,1.638005519424228e-5
CHASITY,37,0,0.81081,0.16216,0.02703,0.02703,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.3681571668674824e-5,5.3577212139569934e-5,2.2590292814905186e-4,2.2590292814905186e-4,0,0
CHASTITY,36,0.05556,0.86111,0.08333,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.4137619953155048e-5,2.6787891697431472e-5,0,0,0,1.0920728386965432e-5
CHAU,99,0,0.0202,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,9.120144794483432e-7,0,0,0,0,0
CHAUNCEY,33,0,0.51515,0.45455,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,7.752875562505181e-6,1.3394615572797134e-4,0,0,0,0
CHEE,30,0.03333,0,0.03333,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,0,8.92876145321204e-6,0,0,0,5.459381406550843e-6
CHELSEA,260,0.01538,0.95,0.01154,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.1264505271714211e-4,2.6792535117729174e-5,0,0,0,2.1833157684283937e-5
CHELSEY,51,0,1,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.3258695095442298e-5,0,0,0,0,0
CHEN,53,0,0.07547,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.824170335278639e-6,0,0,0,0,0
CHENG,99,0.0101,0.0202,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,9.120144794483432e-7,0,0,0,0,5.459381406550843e-6
CHERI,442,0.00905,0.9570099999999999,0.027149999999999997,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.9290963287517333e-4,1.0715853192017244e-4,0,0,0,2.184025558990302e-5
CHERIE,401,0.02743,0.9301699999999999,0.02244,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.7010687661152846e-4,8.035295950699204e-5,0,0,0,6.0056089233580895e-5
CHERISE,31,0,0.6129,0.35484000000000004,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,8.664958449880277e-6,9.82265557913697e-5,0,0,0,0
CHERRI,40,0,0.95,0.025,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.7330008110329555e-5,8.929654418653904e-6,0,0,0,0
CHERRIE,34,0.02941,0.73529,0.14706,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.140125727781851e-5,4.464862927944627e-5,0,0,0,5.459599803646814e-6
CHERRY,85,0.01176,0.63529,0.11765,0.023530000000000002,0.023530000000000002,0.01176,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.4626694011972563e-5,8.929877660014371e-5,4.5176745702423866e-4,4.5176745702423866e-4,2.4194855607795698e-4,5.457743428331055e-6
CHERRYL,31,0,0.8709699999999999,0.12903,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.2313458738933307e-5,3.571799259880631e-5,0,0,0,0
CHERYL,5915,0.00659,0.9276399999999999,0.05224,8.500000000000001e-4,8.500000000000001e-4,0.00169,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,0.0025023576736658425,0.002759259643502289,0.0011356585245636936,0.0011356585245636936,0.0024195702766605497,2.1282715103524438e-4
CHERYLE,63,0.01587,0.9206300000000001,0.047619999999999996,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.6450923634121052e-5,2.6789499035226825e-5,0,0,0,5.458890013084906e-6
CHERYLL,34,0.02941,0.91176,0.02941,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.4137565226813645e-5,8.929118639388783e-6,0,0,0,5.459599803646814e-6
CHESTER,406,0.00739,0.85714,0.08867000000000001,0.00493,0.00493,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.5870586104171783e-4,3.2146773766462896e-4,4.5211305048902553e-4,4.5211305048902553e-4,0,1.6381638573188076e-5
CHET,70,0.02857,0.85714,0.05714,0.01429,0.01429,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.7363079489951346e-5,3.571683174373189e-5,2.2594584498454828e-4,2.2594584498454828e-4,0,1.0919308805841616e-5
CHETAN,40,0,0.175,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,3.1923699150607072e-6,0,0,0,0,0
CHEUK,15,0,0,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,0,0,0,0,0,0
CHEYENNE,32,0,0.8125,0.09375,0.09375,0.09375,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.1857373970225484e-5,2.678896325596171e-5,6.776342446802408e-4,6.776342446802408e-4,0,0
CHI,224,0,0.026789999999999998,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.736754880783243e-6,0,0,0,0,0
CHIA,39,0,0.02564,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,4.560346028948721e-7,0,0,0,0,0
CHIEN,39,0,0,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,0,0,0,0,0,0
CHIH,34,0,0,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,0,0,0,0,0,0
CHIN,57,0.01754,0.01754,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,4.559525133827706e-7,0,0,0,0,5.458726215262928e-6
CHING,62,0,0.03226,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,9.12160416358746e-7,0,0,0,0,0
CHINH,61,0,0.016390000000000002,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,4.559570739112207e-7,0,0,0,0,0
CHIRAG,43,0,0.09301999999999999,0,0,0,0.02326,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.8241475326363884e-6,0,0,0,2.4208894239500904e-4,0
CHITRA,31,0,0.12903,0,0,0,0.03226,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.8241794563355392e-6,0,0,0,2.4205989695010168e-4,0
CHLOE,42,0.047619999999999996,0.80952,0.047619999999999996,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.5505723761839663e-5,1.7859666023484552e-5,0,0,0,1.0920073195677515e-5
CHONG,158,0.01266,0.08227999999999999,0.00633,0,0,0.01266,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,5.928796437795543e-6,8.930904570272515e-6,0,0,4.841585211600799e-4,1.0921383578253346e-5
CHRIS,2500,0.022000000000000002,0.9168000000000001,0.016,0.0012,0.0012,0.0012,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,0.0010452731207598774,3.5718617674615613e-4,6.776342446802407e-4,6.776342446802407e-4,7.26136122682944e-4,3.002960069609925e-4
CHRISTA,375,0.008,0.9813299999999999,0.010669999999999999,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.678268768971352e-4,3.572977974263893e-5,0,0,0,1.6379782197872317e-5
CHRISTAL,36,0,0.6944400000000001,0.27777999999999997,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.1401248156761612e-5,8.929725855889251e-5,0,0,0,0
CHRISTEL,52,0.01923,0.90385,0.05769,0,0,0.01923,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.143457492597661e-5,2.6787891697431472e-5,0,0,2.4203569241267896e-4,5.4597090021948005e-6
CHRISTEN,96,0,0.97917,0.02083,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,4.286911336772562e-5,1.785645134789384e-5,0,0,0,0
CHRISTI,259,0.01544,0.96525,0,0.00386,0.00386,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.1401309723895687e-4,0,2.2581935325887467e-4,2.2581935325887467e-4,0,2.1834031272667827e-5
CHRISTIAN,1473,0.10794000000000001,0.85064,0.01833,6.8e-4,6.8e-4,0.00272,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,5.71430894731155e-4,2.4110147297255307e-4,2.2624852161383884e-4,2.2624852161383884e-4,9.697693145655256e-4,8.681045420052239e-4
CHRISTIANA,50,0,0.76,0.24,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.7330008110329555e-5,1.0715585302384684e-4,0,0,0,0
CHRISTIANE,64,0.04688,0.95313,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.7819369482439425e-5,0,0,0,0,1.638152937464009e-5
CHRISTIANNE,18,0,1,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,8.208951210156104e-6,0,0,0,0,0
CHRISTIE,534,0.02247,0.93258,0.02434,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.2711327701383226e-4,1.1606371908571924e-4,0,0,0,6.551355966554199e-5
CHRISTIN,88,0.011359999999999999,0.9772700000000001,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,3.922043521806304e-5,0,0,0,0,5.458180222522998e-6
CHRISTINA,4174,0.06349,0.88524,0.01773,0.00264,0.00264,0.0014399999999999999,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,0.001685111504431602,6.608392538455705e-4,0.002489031896819886,0.002489031896819886,0.0014548282445177323,0.0014469203998849736
CHRISTINE,8298,0.019039999999999998,0.93444,0.013859999999999999,6e-4,6e-4,0.00108,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,0.003536226062025223,0.0010270020549926226,0.0011246017924713275,0.0011246017924713275,0.0021691719165683053,8.626353327293541e-4
CHRISTOPH,38,0,0.97368,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.687388229686568e-5,0,0,0,0,0
CHRISTOPHE,57,0,0.98246,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.553905965211156e-5,0,0,0,0,0
CHRISTOPHER,20768,0.01786,0.94544,0.01998,0.00125,0.00125,0.0014399999999999999,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,0.008954551057870866,0.003705312238072754,0.005863794997299684,0.005863794997299684,0.007238589598022104,0.0020251770520004876
CHRISTOS,62,0.01613,0.98387,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.781919618235832e-5,0,0,0,0,5.460254994934729e-6
CHRISTY,1047,0.01242,0.94651,0.01146,0,0,0.0028699999999999997,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,4.51946531510629e-4,1.0714353010074909e-4,0,0,7.273197245629173e-4,7.099947631925338e-5
CHRYSTAL,91,0.02198,0.78022,0.14286,0,0,0.01099,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,3.237976111667265e-5,1.1608782915264959e-4,0,0,2.420671583113285e-4,1.0920837585513415e-5
CHU,31,0,0.06452,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,9.12160416358746e-7,0,0,0,0,0
CHUAN,32,0,0.03125,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,4.5605284500867246e-7,0,0,0,0,0
CHUCK,115,0.0087,0.8,0.0087,0,0,0.0087,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,4.195686174079787e-5,8.93411924586323e-6,0,0,2.4216639691476187e-4,5.462657362990417e-6
CHUN,152,0.00658,0.02632,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.8245032538554953e-6,0,0,0,0,5.460800987674658e-6
CHUNG,161,0,0.01863,0.00621,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.3678985849043627e-6,8.927957784314361e-6,0,0,0,0
CHUONG,73,0,0.0274,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,9.121969005863467e-7,0,0,0,0,0
CINDA,56,0.05357,0.85714,0.05357,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.1890463591961076e-5,2.678824888360822e-5,0,0,0,1.6379345403680372e-5
CINDEE,20,0,1,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,9.12105690017345e-6,0,0,0,0,0
CINDI,120,0.025,0.95833,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,5.244589475485933e-5,0,0,0,0,1.6379782197872317e-5
CINDY,2692,0.03343,0.89747,0.008539999999999999,0.00111,0.00111,3.7e-4,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,0.0011018187664123403,2.0528989759543924e-4,6.749508130713071e-4,6.749508130713071e-4,2.4108687454570658e-4,4.91358304003718e-4
CIPRIANO,43,0.83721,0.06977,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.3682087008389682e-6,0,0,0,0,1.965575501722898e-4
CIRILO,30,0.76667,0.03333,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,4.560072397241716e-7,0,0,0,0,1.2557887617642769e-4
CIRO,31,0.48387,0.48387,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,6.840778993544737e-6,0,0,0,0,8.18987471915396e-5
CLAIR,77,0,0.96104,0.02597,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,3.374794701486936e-5,1.7856540644438025e-5,0,0,0,0
CLAIRE,768,0.01042,0.9414100000000001,0.01693,0,0,0.0013,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,3.297275203734638e-4,1.1610550986839853e-4,0,0,2.416581016288838e-4,4.369339660846837e-5
CLARA,430,0.20233,0.6023299999999999,0.14884,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.1811855335765168e-4,5.715085983791522e-4,0,0,0,4.7502405760035585e-4
CLARE,236,0.012709999999999999,0.9449200000000001,0.012709999999999999,0,0,0.00424,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.0170029521612038e-4,2.67850342080175e-5,0,0,2.4220028326715374e-4,1.6377379829816626e-5
CLARENCE,721,0.00416,0.67129,0.27462,0.0027700000000000003,0.0027700000000000003,0.0027700000000000003,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.2072961802895356e-4,0.0017680806831409798,4.511169281493456e-4,4.511169281493456e-4,4.834057600462319e-4,1.637628784433677e-5
CLARICE,86,0.02326,0.74419,0.13953,0.01163,0.01163,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.9187537138522344e-5,1.07152102568991e-4,2.2591873961476112e-4,2.2591873961476112e-4,0,1.092182037244529e-5
CLARISSA,117,0.16239,0.64957,0.11111,0,0,0.00855,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,3.4659874844277155e-5,1.1608434658742632e-4,0,0,2.4213009010862774e-4,1.0373660041338693e-4
CLARK,388,0.00773,0.9278400000000001,0.03093,0,0,0.00773,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.6417989982458453e-4,1.0716335393355852e-4,0,0,7.259521681985311e-4,1.6375632653048854e-5
CLARKE,41,0,0.95122,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.7786070076395128e-5,0,0,0,0,0
CLAUDE,369,0.01355,0.85366,0.12737,0.00271,0.00271,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.4365689244626813e-4,4.1968956073915677e-4,2.258758227792647e-4,2.258758227792647e-4,0,2.7299364000083897e-5
CLAUDETTE,173,0.01734,0.65896,0.2948,0,0,0.0057799999999999995,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,5.199006081521626e-5,4.5541594721311657e-4,0,0,2.4203085150519438e-4,1.6378799410940444e-5
CLAUDIA,1569,0.30784,0.64054,0.03697,0.00191,0.00191,0.00255,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,4.583364201773706e-4,5.179729091326291e-4,6.769091760384329e-4,6.769091760384329e-4,9.684114400161086e-4,0.0026371501753877464
CLAUDINE,102,0.039220000000000005,0.83333,0.09804,0,0,0.0098,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,3.876433676776986e-5,8.929725855889254e-5,0,0,2.4194855607795698e-4,2.1842111965218776e-5
CLAUDIO,130,0.53077,0.45385,0.00769,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.690734588193418e-5,8.926975522328308e-6,0,0,0,3.7673553654380315e-4
CLAUS,20,0,1,0,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,9.12105690017345e-6,0,0,0,0,0
CLAY,303,0,0.9703,0.0132,0,0,0.0033,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,1.340799468801102e-4,3.571504581284816e-5,0,0,2.4202116969022528e-4,0
CLAYTON,595,0.00336,0.93613,0.02689,0.00336,0.00336,0.00336,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.540202261297913e-4,1.4287045235397407e-4,4.515754606549125e-4,4.515754606549125e-4,4.83897112155914e-4,1.0915486856662112e-5
CLEMENT,113,0.026549999999999997,0.57522,0.21239,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,2.964337107816541e-5,2.14312331123503e-4,0,0,0,1.6380601186982208e-5
CLEMENTE,61,0.68852,0.18033000000000002,0.016390000000000002,0,0,0,2192728.34485,111986.41662,4427.16705,4427.16705,4131.45677,183152.6185,5.016640581965248e-6,8.927779191225987e-6,0,0,0,2.2931542199054064e-4
